index,id,year
1362,ts52830,2016
1363,tm225308,2016
1364,tm230551,2015
1365,ts38731,2016
1366,ts42127,2016
1367,tm138672,2016
1368,ts41948,2016
1369,ts38809,2016
1370,tm253083,2016
1371,tm316731,2016
1372,tm244403,2016
1373,ts79799,2015
1374,tm139194,2016
1375,tm245671,2016
1376,tm235227,2015
1377,tm233317,2016
1378,tm239733,2016
1379,ts38568,2016
1380,ts37944,2015
1381,ts42137,2016
1382,ts35987,2015
1383,tm123789,2016
1384,ts53155,2016
1385,ts38770,2016
1386,ts42038,2016
1387,tm244381,2016
1388,tm233533,2016
1389,ts42119,2016
1390,ts76079,2016
1391,tm166321,2015
1392,tm214825,2015
1393,tm238661,2016
1394,tm142881,2015
1395,tm243121,2016
1396,tm270504,2016
1397,tm239707,2016
1398,tm242736,2016
1399,tm267948,2016
1400,ts41995,2016
1401,ts76956,2016
1402,ts54028,2015
1403,tm208903,2016
1404,tm136061,2015
1405,tm201222,2015
1406,tm215638,2016
1407,tm205437,2015
1408,ts78325,2015
1409,tm247642,2016
1410,tm219276,2016
1411,tm135543,2015
1412,tm233544,2015
1413,ts11670,2015
1414,ts42090,2016
1415,ts86021,2015
1416,ts42257,2016
1417,ts35406,2015
1418,ts128895,2016
1419,tm245724,2016
1420,tm138792,2015
1421,tm244880,2016
1422,ts37660,2015
1423,ts119087,2015
1424,ts41258,2016
1425,tm308241,2016
1426,ts81483,2016
1427,tm221225,2016
1428,ts37896,2015
1429,ts52943,2016
1430,ts21979,2015
1431,tm205870,2016
1432,tm244052,2016
1433,ts36547,2015
1434,ts84398,2016
1435,ts77654,2015
1436,tm232953,2016
1437,tm240007,2016
1438,tm233493,2016
1439,ts39014,2016
1440,tm140436,2015
1441,ts38764,2016
1442,ts54110,2015
1443,ts54156,2016
1444,tm213681,2015
1445,tm228242,2015
1446,ts38230,2015
1447,ts51368,2016
1448,tm209950,2016
1449,tm205935,2015
1450,tm244134,2016
1451,tm271070,2016
1452,tm267135,2016
1453,tm233616,2015
1454,tm211510,2016
1455,tm157283,2015
1456,tm219173,2016
1457,tm244507,2016
1458,tm218052,2015
1459,tm214085,2015
1460,tm229542,2015
1461,tm335263,2016
1462,ts66540,2016
1463,tm253080,2016
1464,tm241314,2015
1465,ts75829,2016
1466,ts56674,2015
1467,tm282915,2016
1468,ts35360,2015
1469,tm246870,2016
1470,ts35359,2015
1471,tm266844,2016
1472,ts37779,2015
1473,tm238748,2016
1474,tm193125,2015
1475,ts42089,2016
1476,ts42075,2016
1477,ts43272,2015
1478,tm300713,2016
1479,ts41883,2016
1480,ts36630,2015
1481,ts41260,2016
1482,ts39017,2015
1483,tm229140,2015
1484,ts38757,2016
1485,tm290444,2016
1486,tm200454,2015
1487,ts35596,2015
1488,ts144323,2015
1489,tm275800,2016
1490,ts42218,2016
1491,ts38512,2016
1492,tm233561,2015
1493,tm232950,2016
1494,tm139870,2016
1495,tm266628,2016
1496,ts41294,2015
1497,tm267429,2016
1498,ts43501,2015
1499,ts42628,2016
1500,ts36740,2015
1501,tm233344,2016
1502,ts53076,2016
1503,ts53106,2016
1504,ts41253,2016
1505,tm244915,2016
1506,ts38717,2016
1507,tm239947,2016
1508,tm236999,2016
1509,ts58068,2016
1510,tm218186,2015
1511,tm242755,2016
1512,ts38805,2016
1513,tm193388,2015
1514,tm323616,2015
1515,tm242002,2016
1516,ts52988,2016
1517,tm220317,2015
1518,tm201365,2015
1519,ts38761,2016
1520,tm244638,2016
1521,tm232954,2016
1522,ts56748,2016
1523,tm225275,2015
1524,tm227922,2015
1525,ts43230,2015
1526,ts56032,2016
1527,tm272413,2016
1528,ts55559,2016
1529,tm244513,2016
1530,tm234136,2015
1531,ts75324,2016
1532,tm239762,2016
1533,tm132524,2015
1534,tm245297,2016
1535,ts54100,2016
1536,tm224377,2015
1537,tm217939,2015
1538,tm193211,2015
1539,ts31593,2016
1540,tm234292,2015
1541,ts74917,2016
1542,ts35463,2015
1543,tm281182,2016
1544,tm242422,2016
1545,tm245148,2016
1546,tm272854,2016
1547,tm350159,2016
1548,tm224275,2015
1549,tm195764,2015
1550,tm211478,2015
1551,tm195870,2015
1552,tm246056,2016
1553,ts55966,2016
1554,tm240895,2016
1555,tm246579,2016
1556,tm243849,2016
1557,tm211461,2015
1558,ts86831,2015
1559,tm239290,2016
1560,ts74753,2015
1561,tm233157,2016
1562,tm230524,2015
1563,tm238829,2015
1564,ts53065,2016
1565,ts54010,2016
1566,tm242687,2016
1567,tm246175,2016
1568,ts38772,2016
1569,ts83224,2016
1570,ts53149,2016
1571,tm240162,2016
1572,ts57705,2016
1573,tm242646,2016
1574,tm225675,2015
1575,tm233023,2016
1576,tm197503,2015
1577,ts74929,2015
1578,tm220473,2015
1579,tm225693,2015
1580,ts54022,2016
1581,ts43258,2015
1582,ts55365,2016
1583,tm199987,2015
1584,ts42011,2016
1585,tm241998,2016
1586,tm421855,2015
1587,tm231314,2016
1588,ts55223,2016
1589,ts41154,2016
1590,tm227029,2016
1591,ts41899,2016
1592,ts82327,2015
1593,tm244559,2016
1594,tm245102,2016
1595,ts35505,2015
1596,tm201906,2016
1597,tm248010,2015
1598,tm239774,2016
1599,tm252245,2016
1600,ts56221,2016
1601,tm245235,2016
1602,ts38812,2016
1603,tm232832,2016
1604,tm227042,2015
1605,tm243931,2016
1606,tm233843,2015
1607,ts43341,2015
1608,ts82582,2016
1609,tm215054,2015
1610,tm247644,2016
1611,ts38769,2016
1612,ts42155,2016
1613,tm526163,2015
1614,tm239739,2016
1615,ts52981,2016
1616,ts87465,2015
1617,ts52825,2016
1618,ts107658,2015
1619,ts42260,2016
1620,ts43119,2015
1621,tm311494,2016
1622,tm221883,2016
1623,tm233196,2016
1624,ts127430,2016
1625,tm376111,2016
1626,tm246543,2016
1627,tm227523,2015
1628,tm321189,2016
1629,tm219699,2015
1630,tm270555,2016
1631,tm316567,2016
1632,tm321785,2016
1633,tm283938,2016
1634,tm228839,2015
1635,tm272012,2016
1636,tm219817,2015
1637,tm230426,2015
1638,tm239769,2016
1639,tm208628,2015
1640,tm66466,2016
1641,tm228657,2015
1642,tm245155,2016
1643,tm232930,2016
1644,tm245722,2016
1645,tm245911,2016
1646,tm244079,2016
1647,tm266629,2016
1648,ts52950,2016
1649,tm215911,2015
1650,tm232855,2016
1651,tm257629,2016
1652,tm234773,2015
1653,tm208713,2015
1654,tm218683,2015
1655,tm234466,2016
1656,ts78442,2016
1657,tm340927,2016
1658,tm311456,2016
1659,tm238717,2016
1660,ts42347,2016
1661,tm233015,2016
1662,tm211273,2015
1663,tm230927,2015
1664,tm273933,2016
1665,tm245293,2016
1666,tm270982,2016
1667,ts51367,2016
1668,tm274053,2016
1669,tm137557,2015
1670,tm315345,2016
1671,tm207668,2015
1672,tm193378,2015
1673,ts21876,2015
1674,tm275726,2016
1675,tm307997,2016
1676,ts55556,2015
1677,tm149212,2015
1678,tm239933,2016
1679,tm327551,2016
1680,tm233366,2016
1681,ts75897,2016
1682,tm263743,2016
1683,tm494288,2016
1684,tm247631,2016
1685,tm271974,2016
1686,tm246485,2016
1687,ts42432,2016
1688,tm267017,2016
1689,tm244842,2016
1690,tm247444,2016
1691,ts91990,2016
1692,tm227044,2015
1693,ts81898,2016
1694,ts38813,2016
1695,tm138584,2015
1696,ts42371,2016
1697,tm224255,2015
1698,tm267419,2016
1699,tm155382,2015
1700,tm239764,2016
1701,tm240733,2016
1702,tm266622,2016
1703,tm244758,2016
1704,tm232931,2016
1705,ts83454,2016
1706,tm217986,2015
1707,tm451222,2015
1708,tm233648,2015
1709,tm247767,2015
1710,ts53346,2016
1711,tm375681,2016
1712,tm452046,2016
1713,tm238486,2016
1714,ts224440,2016
1715,tm232267,2015
1716,tm203056,2015
1717,tm272484,2016
1718,ts81027,2016
1719,ts86089,2016
1720,tm198496,2015
1721,ts41151,2016
1722,tm201855,2015
1723,tm215265,2015
1724,tm240728,2016
1725,tm233463,2016
1726,tm290157,2016
1727,ts83450,2016
1728,ts53017,2016
1729,ts54117,2016
1730,tm271839,2016
1731,tm232710,2015
1732,tm234703,2015
1733,tm134052,2015
1734,tm234069,2015
1735,ts53543,2016
1736,ts82475,2016
1737,tm278279,2016
1738,tm212968,2015
1739,ts41485,2016
1740,tm211571,2015
1741,tm230478,2015
1742,tm244923,2016
1743,tm350374,2016
1744,tm233570,2015
1745,tm554110,2016
1746,tm533845,2016
1747,ts84542,2016
1748,tm242906,2016
1749,ts253685,2015
1750,ts36634,2015
1751,tm236705,2016
1752,tm232947,2016
1753,tm233121,2016
1754,tm245791,2016
1755,tm244577,2016
1756,tm409220,2016
1757,tm549892,2016
1758,ts285233,2016
1759,tm239635,2016
1760,tm319354,2016
1761,ts87884,2015
1762,tm257141,2016
1763,tm244635,2016
1764,tm456667,2015
1765,tm198842,2015
1766,tm211424,2015
1767,tm421214,2016
1768,tm286268,2016
1769,tm313374,2016
1770,tm244380,2016
1771,tm540757,2016
1772,tm267112,2016
1773,tm245042,2016
1774,tm198786,2015
1775,tm226320,2015
1776,tm424879,2016
1777,ts36741,2015
1778,tm214589,2015
1779,ts35963,2015
1780,tm279828,2016
1781,tm571645,2015
1782,tm247159,2016
1783,tm295349,2016
1784,tm205333,2015
1785,tm231911,2015
1786,tm139590,2015
1787,tm283909,2016
1788,tm407961,2015
1789,tm207734,2015
1790,tm247396,2015
1791,tm811691,2016
1792,tm242745,2016
1793,tm225416,2015
1794,tm282988,2016
1795,tm246810,2016
1796,ts249161,2015
1797,tm252609,2016
1798,ts248736,2016
1799,tm528287,2015
1800,tm562821,2015
1801,tm244041,2016
1802,tm272666,2016
1803,tm219739,2015
1804,tm860487,2016
1805,tm1063792,2015
1806,ts53513,2016
1807,tm232090,2015
1808,tm317850,2016
1809,tm235005,2015
1810,tm296203,2016
1811,ts83535,2015
1812,tm350727,2016
1813,tm245050,2016
1814,tm212909,2015
1815,ts38703,2016
1816,ts83449,2016
1817,ts56544,2016
1818,tm271333,2016
1819,tm421382,2016
1820,tm368725,2015
1821,tm350044,2016
1822,tm234735,2015
1823,tm239078,2016
1824,ts53864,2017
1825,ts77795,2018
1826,ts56683,2017
1827,tm239091,2017
1828,ts55668,2017
1829,tm310953,2018
1830,tm232797,2017
1831,tm244259,2017
1832,tm315344,2017
1833,ts53023,2017
1834,ts81064,2018
1835,ts42405,2017
1836,tm318206,2018
1837,ts83970,2018
1838,tm315174,2017
1839,ts81294,2018
1840,ts78305,2018
1841,ts78801,2018
1842,ts79813,2018
1843,ts77398,2018
1844,ts56768,2017
1845,tm344989,2017
1846,ts57120,2018
1847,tm287684,2017
1848,ts81884,2018
1849,ts75151,2017
1850,ts54102,2018
1851,ts75097,2018
1852,ts84785,2018
1853,tm244220,2017
1854,ts42477,2017
1855,ts81208,2018
1856,ts58433,2018
1857,ts57850,2017
1858,ts53663,2017
1859,tm244364,2018
1860,ts79229,2018
1861,ts77955,2018
1862,ts75879,2017
1863,tm420745,2018
1864,ts57465,2017
1865,tm232500,2017
1866,ts54054,2017
1867,ts55982,2017
1868,tm350379,2018
1869,tm363103,2017
1870,ts58133,2017
1871,tm425889,2018
1872,tm244174,2017
1873,ts53545,2017
1874,tm350,2017
1875,ts84328,2018
1876,ts53198,2017
1877,ts76243,2017
1878,ts58367,2018
1879,ts55720,2017
1880,ts77852,2018
1881,ts78430,2018
1882,tm210043,2017
1883,ts56261,2017
1884,tm226948,2017
1885,ts82849,2018
1886,ts74809,2017
1887,ts56969,2017
1888,ts58155,2017
1889,tm288499,2018
1890,ts76458,2018
1891,tm299741,2017
1892,ts39015,2017
1893,tm244191,2017
1894,ts74816,2017
1895,ts52821,2018
1896,ts77563,2017
1897,ts80856,2018
1898,tm272060,2017
1899,tm233482,2017
1900,tm271951,2018
1901,tm311815,2017
1902,tm371380,2018
1903,ts76869,2018
1904,ts82526,2018
1905,tm310899,2018
1906,ts72247,2018
1907,tm266666,2017
1908,tm435086,2018
1909,ts82189,2018
1910,tm267401,2017
1911,tm239286,2018
1912,tm273294,2017
1913,ts74823,2017
1914,tm414285,2018
1915,tm244192,2017
1916,ts77197,2018
1917,tm419595,2018
1918,tm346943,2017
1919,ts76865,2018
1920,tm371900,2018
1921,ts312241,2017
1922,ts121489,2017
1923,tm270895,2017
1924,ts55781,2017
1925,ts87369,2018
1926,tm374132,2018
1927,ts78080,2018
1928,tm244175,2017
1929,ts58307,2017
1930,ts55645,2017
1931,tm319818,2018
1932,ts78558,2018
1933,tm313683,2017
1934,ts79926,2018
1935,ts56648,2017
1936,tm244332,2018
1937,tm315340,2018
1938,ts42294,2017
1939,ts84010,2018
1940,tm414887,2018
1941,ts80035,2018
1942,tm420348,2018
1943,ts57055,2018
1944,tm244206,2017
1945,tm434202,2018
1946,tm280828,2017
1947,tm366567,2018
1948,tm310706,2018
1949,tm410435,2018
1950,ts56480,2018
1951,tm307283,2017
1952,ts82597,2018
1953,ts55962,2017
1954,tm244229,2018
1955,ts75164,2017
1956,ts78452,2018
1957,ts75263,2017
1958,ts85568,2018
1959,tm357589,2018
1960,tm317542,2017
1961,ts80705,2018
1962,tm321703,2017
1963,tm300615,2017
1964,tm244233,2017
1965,ts81344,2018
1966,tm349803,2017
1967,ts82228,2018
1968,ts81331,2018
1969,ts55798,2017
1970,ts78356,2018
1971,ts86169,2018
1972,tm227940,2017
1973,tm243326,2018
1974,ts84280,2018
1975,tm244197,2018
1976,tm368449,2018
1977,tm211554,2017
1978,tm363248,2018
1979,tm362881,2018
1980,tm232673,2018
1981,ts77957,2018
1982,ts84904,2018
1983,ts83999,2018
1984,ts57303,2017
1985,tm411311,2018
1986,tm299677,2018
1987,ts58025,2017
1988,ts82302,2018
1989,tm449070,2018
1990,ts85895,2018
1991,ts56511,2017
1992,ts57822,2017
1993,tm363488,2018
1994,tm221953,2017
1995,tm435916,2018
1996,tm233362,2017
1997,ts79546,2018
1998,tm362098,2018
1999,tm346467,2017
2000,tm433381,2018
2001,tm412550,2018
2002,tm315424,2018
2003,ts84533,2018
2004,tm499724,2018
2005,ts83455,2018
2006,ts75772,2017
2007,tm414220,2018
2008,ts77518,2018
2009,ts79234,2018
2010,tm139545,2018
2011,ts77824,2018
2012,tm314477,2017
2013,tm420274,2018
2014,tm434008,2018
2015,ts80720,2018
2016,ts57439,2017
2017,tm317566,2017
2018,tm417496,2018
2019,tm367065,2018
2020,tm426274,2018
2021,tm433228,2018
2022,tm244325,2018
2023,ts75157,2017
2024,tm316414,2018
2025,tm311921,2018
2026,tm370212,2018
2027,ts58152,2018
2028,ts84779,2018
2029,tm410742,2018
2030,tm281935,2017
2031,tm323634,2018
2032,tm139885,2018
2033,ts56038,2017
2034,tm349278,2017
2035,ts84574,2018
2036,ts56481,2017
2037,ts82560,2018
2038,tm348993,2018
2039,ts55231,2017
2040,tm285107,2017
2041,ts88783,2018
2042,tm414962,2018
2043,ts57814,2017
2044,ts113109,2017
2045,ts85138,2018
2046,ts57424,2017
2047,tm240076,2017
2048,ts82281,2018
2049,tm217228,2017
2050,ts77474,2018
2051,tm244307,2017
2052,tm298846,2017
2053,tm412623,2018
2054,tm298339,2017
2055,ts57964,2017
2056,tm245176,2017
2057,ts78298,2018
2058,ts83251,2018
2059,ts55194,2017
2060,ts84335,2018
2061,tm351101,2018
2062,tm299504,2017
2063,tm321224,2018
2064,tm359978,2017
2065,tm306301,2018
2066,ts57947,2017
2067,ts53936,2017
2068,ts83763,2018
2069,tm298084,2017
2070,tm244148,2018
2071,tm436470,2018
2072,ts82892,2018
2073,tm219259,2017
2074,ts79422,2018
2075,ts80523,2018
2076,ts83561,2018
2077,tm375912,2018
2078,tm356742,2017
2079,tm244317,2017
2080,ts78382,2018
2081,ts86296,2018
2082,ts41527,2017
2083,tm292837,2017
2084,tm414709,2018
2085,ts78507,2018
2086,tm321295,2017
2087,tm233294,2017
2088,tm328443,2018
2089,tm324155,2017
2090,tm289181,2017
2091,ts89538,2018
2092,tm370436,2018
2093,tm351216,2017
2094,tm318200,2017
2095,ts57464,2018
2096,ts228255,2018
2097,ts58175,2017
2098,ts77525,2017
2099,ts58225,2017
2100,ts84243,2018
2101,ts78231,2018
2102,ts56594,2017
2103,tm370232,2018
2104,ts57080,2017
2105,tm439484,2018
2106,tm271960,2018
2107,tm349800,2017
2108,tm352588,2018
2109,tm219258,2017
2110,ts57082,2017
2111,ts53101,2017
2112,ts81885,2018
2113,tm411415,2018
2114,tm406881,2018
2115,ts77783,2018
2116,ts79020,2018
2117,tm307910,2017
2118,ts77799,2018
2119,tm368241,2018
2120,ts75749,2017
2121,tm321596,2018
2122,ts86945,2018
2123,ts84056,2018
2124,ts89069,2018
2125,ts76417,2017
2126,ts86814,2018
2127,ts85968,2018
2128,ts85837,2018
2129,ts76313,2017
2130,ts75355,2017
2131,tm308090,2017
2132,tm271959,2017
2133,tm411507,2018
2134,tm245937,2017
2135,ts83745,2018
2136,tm423373,2018
2137,ts76486,2017
2138,ts82372,2018
2139,ts79045,2018
2140,ts81757,2018
2141,tm409766,2018
2142,tm322243,2017
2143,ts55491,2017
2144,ts77600,2017
2145,tm406111,2018
2146,tm300054,2017
2147,tm357479,2017
2148,tm232965,2017
2149,ts80411,2018
2150,tm431347,2018
2151,tm285356,2017
2152,tm368040,2018
2153,ts78217,2018
2154,ts78299,2018
2155,ts75002,2017
2156,tm285340,2017
2157,tm1883,2017
2158,ts76753,2017
2159,tm324870,2018
2160,tm284015,2017
2161,tm326624,2017
2162,tm300184,2017
2163,tm411958,2018
2164,tm270999,2017
2165,ts77755,2017
2166,tm307612,2017
2167,tm320255,2017
2168,ts56201,2017
2169,ts88234,2017
2170,tm425138,2018
2171,tm241990,2017
2172,ts53960,2017
2173,tm353742,2017
2174,ts81414,2018
2175,ts77014,2018
2176,ts56993,2017
2177,tm429163,2018
2178,ts81542,2018
2179,ts83232,2018
2180,tm311789,2017
2181,ts82268,2018
2182,ts87043,2018
2183,tm359103,2018
2184,ts86164,2018
2185,ts9075,2018
2186,tm315584,2017
2187,ts83790,2018
2188,ts57811,2017
2189,tm407827,2018
2190,tm348003,2017
2191,ts85686,2018
2192,ts83360,2018
2193,tm266652,2018
2194,ts95569,2018
2195,tm285295,2017
2196,tm317110,2018
2197,tm324124,2017
2198,ts78590,2018
2199,ts77520,2018
2200,tm244519,2017
2201,tm260272,2017
2202,tm347530,2017
2203,ts85170,2018
2204,ts90594,2018
2205,tm312577,2017
2206,ts83502,2018
2207,tm344886,2018
2208,ts85034,2018
2209,tm365122,2018
2210,ts83537,2018
2211,tm320670,2018
2212,ts79157,2018
2213,ts81918,2018
2214,tm367250,2018
2215,ts56718,2017
2216,ts80959,2018
2217,ts53693,2017
2218,ts75477,2017
2219,ts131579,2018
2220,tm425732,2018
2221,ts85175,2018
2222,ts83071,2018
2223,ts77545,2017
2224,ts83540,2018
2225,ts236347,2017
2226,tm416105,2018
2227,ts78206,2018
2228,ts84135,2018
2229,ts79026,2018
2230,tm285171,2017
2231,ts56045,2017
2232,tm311995,2017
2233,ts87194,2018
2234,ts68146,2017
2235,ts76603,2017
2236,ts84930,2018
2237,ts78246,2018
2238,tm298779,2017
2239,ts81526,2018
2240,ts81583,2018
2241,tm319882,2017
2242,tm420656,2018
2243,tm420334,2018
2244,tm368538,2018
2245,ts55581,2017
2246,tm357820,2018
2247,tm244521,2017
2248,ts56933,2018
2249,ts84645,2018
2250,tm419733,2018
2251,tm315850,2017
2252,tm324820,2018
2253,ts74962,2017
2254,tm296398,2017
2255,ts79997,2018
2256,tm438502,2017
2257,ts75676,2017
2258,tm365824,2018
2259,tm436844,2018
2260,tm359150,2018
2261,ts58297,2017
2262,ts55939,2017
2263,ts86994,2017
2264,tm351931,2018
2265,tm285649,2017
2266,ts53264,2017
2267,ts309731,2018
2268,tm306811,2017
2269,ts85822,2018
2270,ts80617,2018
2271,tm372318,2018
2272,tm351214,2017
2273,tm347821,2018
2274,ts81821,2018
2275,ts82705,2018
2276,tm429208,2018
2277,tm327199,2017
2278,tm352774,2017
2279,ts321277,2018
2280,ts84646,2018
2281,tm313974,2017
2282,ts56033,2017
2283,ts85515,2018
2284,ts70631,2017
2285,tm305437,2017
2286,tm369179,2018
2287,ts78291,2018
2288,ts57985,2017
2289,tm307515,2017
2290,tm412273,2018
2291,tm219252,2017
2292,ts80600,2018
2293,ts55232,2017
2294,ts79182,2018
2295,tm290831,2017
2296,ts85967,2018
2297,tm434917,2018
2298,tm445735,2018
2299,ts78031,2017
2300,ts56670,2017
2301,ts86682,2018
2302,ts75286,2017
2303,ts82218,2018
2304,tm245383,2017
2305,tm349529,2017
2306,tm374454,2018
2307,tm407714,2018
2308,tm374313,2018
2309,ts55978,2017
2310,ts82770,2018
2311,ts75341,2017
2312,ts83906,2018
2313,tm244368,2017
2314,tm266702,2017
2315,ts82565,2018
2316,tm323195,2017
2317,ts78789,2017
2318,ts92825,2018
2319,tm322569,2017
2320,ts56125,2017
2321,ts89130,2018
2322,ts79660,2017
2323,tm406831,2018
2324,ts39016,2017
2325,ts80519,2018
2326,tm408941,2018
2327,ts75981,2017
2328,tm305112,2017
2329,ts81318,2018
2330,tm363231,2018
2331,ts79219,2018
2332,tm427465,2018
2333,tm445899,2018
2334,tm139564,2017
2335,tm263427,2017
2336,tm313487,2017
2337,ts79409,2018
2338,ts53399,2017
2339,tm443993,2018
2340,ts90596,2018
2341,tm437608,2018
2342,ts77787,2018
2343,tm336712,2017
2344,tm307950,2017
2345,tm236659,2017
2346,tm327540,2017
2347,ts82127,2018
2348,ts78353,2018
2349,ts103638,2018
2350,ts77034,2017
2351,ts86949,2018
2352,tm293867,2017
2353,tm266685,2017
2354,tm839847,2017
2355,tm370392,2018
2356,tm285298,2017
2357,ts76511,2017
2358,tm404475,2018
2359,ts55348,2017
2360,ts80208,2018
2361,tm448122,2018
2362,tm299761,2017
2363,tm440415,2018
2364,tm362074,2018
2365,tm358666,2018
2366,ts82559,2018
2367,tm233485,2018
2368,ts80466,2018
2369,tm266705,2017
2370,ts80090,2018
2371,ts80313,2018
2372,ts90994,2018
2373,tm427293,2018
2374,tm327053,2017
2375,tm405849,2018
2376,tm326723,2017
2377,ts84346,2018
2378,tm238377,2018
2379,tm366820,2018
2380,ts84833,2018
2381,tm313988,2017
2382,ts84932,2018
2383,tm312767,2017
2384,tm320817,2017
2385,ts81734,2018
2386,tm370628,2018
2387,tm405738,2018
2388,tm371952,2018
2389,ts77405,2017
2390,ts79679,2018
2391,tm417440,2018
2392,tm327622,2017
2393,tm430104,2018
2394,tm443186,2018
2395,ts78053,2018
2396,ts80057,2018
2397,ts111582,2018
2398,tm313293,2017
2399,tm349138,2017
2400,tm376801,2018
2401,tm424032,2018
2402,tm358242,2017
2403,ts80413,2018
2404,tm409618,2018
2405,tm244274,2017
2406,ts85659,2018
2407,tm376840,2018
2408,tm372891,2018
2409,ts82298,2018
2410,ts54050,2017
2411,tm443034,2018
2412,tm318641,2017
2413,ts57196,2017
2414,tm314829,2017
2415,tm366973,2018
2416,tm295177,2017
2417,tm420797,2018
2418,ts77770,2018
2419,tm406098,2018
2420,tm374845,2018
2421,tm359714,2017
2422,tm314705,2017
2423,tm325102,2017
2424,ts78913,2018
2425,ts55936,2017
2426,tm413557,2018
2427,ts81944,2018
2428,tm363787,2017
2429,tm371630,2018
2430,ts84597,2018
2431,tm355724,2017
2432,ts76478,2017
2433,ts78767,2018
2434,tm356563,2017
2435,tm420989,2018
2436,ts85732,2018
2437,tm348010,2017
2438,tm357552,2017
2439,tm300027,2018
2440,ts82875,2018
2441,tm414676,2018
2442,tm437631,2018
2443,tm408890,2018
2444,tm426569,2018
2445,tm404690,2018
2446,tm320249,2017
2447,ts80059,2017
2448,ts83814,2018
2449,tm286532,2017
2450,ts36650,2018
2451,ts57300,2017
2452,ts56636,2017
2453,ts84780,2018
2454,tm375729,2018
2455,ts75012,2017
2456,ts82296,2018
2457,ts57148,2018
2458,tm311319,2017
2459,ts83359,2018
2460,tm270490,2017
2461,tm358949,2017
2462,tm408104,2018
2463,ts79330,2018
2464,tm428073,2018
2465,ts85202,2018
2466,tm429377,2018
2467,ts81036,2018
2468,tm330869,2018
2469,tm350607,2017
2470,tm417317,2018
2471,ts83457,2018
2472,tm407295,2018
2473,ts82181,2018
2474,tm282910,2017
2475,ts53516,2017
2476,tm429984,2018
2477,ts112279,2018
2478,tm419496,2018
2479,tm344173,2018
2480,ts82375,2018
2481,ts95274,2017
2482,tm362180,2017
2483,tm294581,2018
2484,tm313120,2017
2485,ts118696,2017
2486,ts82398,2018
2487,tm477838,2018
2488,ts116101,2017
2489,ts82867,2018
2490,ts83554,2018
2491,ts58442,2017
2492,tm374216,2018
2493,tm232464,2017
2494,tm367473,2018
2495,tm361743,2017
2496,tm413049,2018
2497,ts80030,2018
2498,tm311193,2017
2499,tm307761,2017
2500,ts84977,2018
2501,tm371959,2018
2502,tm320206,2017
2503,ts82424,2017
2504,tm408306,2018
2505,tm422715,2018
2506,tm301024,2017
2507,ts83247,2018
2508,ts80410,2017
2509,ts79856,2018
2510,ts76509,2017
2511,ts90880,2018
2512,tm418870,2018
2513,tm340366,2017
2514,tm370447,2018
2515,tm425884,2018
2516,tm429382,2018
2517,tm322210,2017
2518,tm313748,2017
2519,ts80084,2018
2520,ts86279,2018
2521,tm244300,2017
2522,ts77467,2017
2523,tm366143,2017
2524,tm432838,2018
2525,tm463806,2018
2526,tm313712,2017
2527,ts80042,2018
2528,tm244287,2017
2529,ts75718,2017
2530,ts75620,2017
2531,tm299764,2017
2532,tm407775,2018
2533,tm334949,2018
2534,tm409942,2018
2535,tm238587,2017
2536,tm410748,2018
2537,tm413955,2018
2538,tm376015,2017
2539,tm346334,2017
2540,tm434727,2018
2541,tm409817,2018
2542,tm307776,2017
2543,tm372917,2018
2544,tm426202,2018
2545,tm367008,2018
2546,tm270987,2017
2547,tm328175,2018
2548,tm359713,2017
2549,tm366019,2018
2550,tm353046,2017
2551,ts76159,2017
2552,tm321627,2017
2553,tm311283,2017
2554,tm368441,2018
2555,tm244292,2017
2556,ts76793,2017
2557,ts85236,2018
2558,tm368310,2018
2559,tm411358,2018
2560,tm300056,2018
2561,tm344336,2018
2562,tm372054,2018
2563,tm405901,2018
2564,ts55627,2017
2565,tm350887,2017
2566,ts89067,2018
2567,ts78145,2018
2568,ts83407,2018
2569,ts85953,2018
2570,ts84799,2018
2571,ts83213,2018
2572,tm415875,2018
2573,tm375302,2018
2574,ts57291,2017
2575,tm372305,2018
2576,tm515157,2017
2577,tm376234,2018
2578,tm441198,2018
2579,tm366590,2018
2580,tm418039,2018
2581,tm371212,2018
2582,tm366972,2018
2583,tm411288,2018
2584,tm244321,2017
2585,tm358746,2017
2586,tm340587,2017
2587,tm359975,2017
2588,tm852185,2017
2589,tm444469,2018
2590,ts85810,2017
2591,ts85276,2018
2592,tm374357,2018
2593,tm321073,2017
2594,tm352033,2018
2595,ts85126,2018
2596,ts85217,2018
2597,tm421776,2018
2598,tm314295,2017
2599,ts89372,2018
2600,ts83489,2018
2601,tm327708,2017
2602,ts79988,2018
2603,ts78692,2018
2604,tm233484,2018
2605,tm440678,2018
2606,ts84782,2018
2607,tm242108,2017
2608,ts82419,2017
2609,ts95011,2018
2610,tm348568,2017
2611,tm320727,2017
2612,ts80342,2018
2613,tm365961,2017
2614,tm299783,2018
2615,tm427143,2018
2616,ts80479,2018
2617,tm375962,2018
2618,ts74765,2017
2619,ts90869,2018
2620,tm299381,2017
2621,tm320489,2017
2622,ts58480,2017
2623,tm138667,2017
2624,tm280060,2018
2625,tm363922,2018
2626,tm349273,2017
2627,ts94470,2018
2628,ts92726,2018
2629,tm347850,2017
2630,ts224746,2018
2631,tm410298,2018
2632,tm368729,2018
2633,tm441060,2018
